customer_id,first_name,last_name,address,city,country,category_id,rating,total_amount
3,Linda,Williams,692 Joliet Street,Athenai,Greece,2,PG,130.76
3,Linda,Williams,692 Joliet Street,Athenai,Greece,2,PG-13,130.76
3,Linda,Williams,692 Joliet Street,Athenai,Greece,2,R,130.76
3,Linda,Williams,692 Joliet Street,Athenai,Greece,4,R,130.76
3,Linda,Williams,692 Joliet Street,Athenai,Greece,5,G,130.76
3,Linda,Williams,692 Joliet Street,Athenai,Greece,5,PG,130.76
3,Linda,Williams,692 Joliet Street,Athenai,Greece,6,PG-13,130.76
3,Linda,Williams,692 Joliet Street,Athenai,Greece,7,G,130.76
3,Linda,Williams,692 Joliet Street,Athenai,Greece,8,PG-13,130.76
3,Linda,Williams,692 Joliet Street,Athenai,Greece,10,R,261.52
3,Linda,Williams,692 Joliet Street,Athenai,Greece,11,R,261.52
3,Linda,Williams,692 Joliet Street,Athenai,Greece,12,PG-13,130.76
3,Linda,Williams,692 Joliet Street,Athenai,Greece,12,R,130.76
3,Linda,Williams,692 Joliet Street,Athenai,Greece,13,G,130.76
3,Linda,Williams,692 Joliet Street,Athenai,Greece,13,R,130.76
3,Linda,Williams,692 Joliet Street,Athenai,Greece,14,R,392.28
3,Linda,Williams,692 Joliet Street,Athenai,Greece,15,PG-13,130.76
3,Linda,Williams,692 Joliet Street,Athenai,Greece,15,R,130.76
4,Barbara,Jones,1566 Inegl Manor,Myingyan,Myanmar,1,PG,81.78
4,Barbara,Jones,1566 Inegl Manor,Myingyan,Myanmar,2,G,81.78
4,Barbara,Jones,1566 Inegl Manor,Myingyan,Myanmar,3,PG,81.78
4,Barbara,Jones,1566 Inegl Manor,Myingyan,Myanmar,4,R,81.78
4,Barbara,Jones,1566 Inegl Manor,Myingyan,Myanmar,5,PG,81.78
4,Barbara,Jones,1566 Inegl Manor,Myingyan,Myanmar,5,R,81.78
4,Barbara,Jones,1566 Inegl Manor,Myingyan,Myanmar,6,PG-13,81.78
4,Barbara,Jones,1566 Inegl Manor,Myingyan,Myanmar,7,G,81.78
4,Barbara,Jones,1566 Inegl Manor,Myingyan,Myanmar,7,R,81.78
4,Barbara,Jones,1566 Inegl Manor,Myingyan,Myanmar,8,PG,81.78
4,Barbara,Jones,1566 Inegl Manor,Myingyan,Myanmar,9,G,163.56
4,Barbara,Jones,1566 Inegl Manor,Myingyan,Myanmar,11,G,81.78
4,Barbara,Jones,1566 Inegl Manor,Myingyan,Myanmar,11,PG-13,163.56
4,Barbara,Jones,1566 Inegl Manor,Myingyan,Myanmar,13,PG-13,81.78
4,Barbara,Jones,1566 Inegl Manor,Myingyan,Myanmar,14,G,163.56
4,Barbara,Jones,1566 Inegl Manor,Myingyan,Myanmar,15,PG-13,81.78
4,Barbara,Jones,1566 Inegl Manor,Myingyan,Myanmar,15,NC-17,81.78
4,Barbara,Jones,1566 Inegl Manor,Myingyan,Myanmar,16,PG,81.78
4,Barbara,Jones,1566 Inegl Manor,Myingyan,Myanmar,16,R,81.78
5,Elizabeth,Brown,53 Idfu Parkway,Nantou,Taiwan,1,NC-17,134.65
5,Elizabeth,Brown,53 Idfu Parkway,Nantou,Taiwan,2,PG,134.65
5,Elizabeth,Brown,53 Idfu Parkway,Nantou,Taiwan,2,PG-13,269.3
5,Elizabeth,Brown,53 Idfu Parkway,Nantou,Taiwan,2,R,403.95
5,Elizabeth,Brown,53 Idfu Parkway,Nantou,Taiwan,3,PG,134.65
5,Elizabeth,Brown,53 Idfu Parkway,Nantou,Taiwan,3,NC-17,134.65
5,Elizabeth,Brown,53 Idfu Parkway,Nantou,Taiwan,4,PG,538.6
5,Elizabeth,Brown,53 Idfu Parkway,Nantou,Taiwan,4,PG-13,269.3
5,Elizabeth,Brown,53 Idfu Parkway,Nantou,Taiwan,4,NC-17,134.65
5,Elizabeth,Brown,53 Idfu Parkway,Nantou,Taiwan,5,NC-17,134.65
5,Elizabeth,Brown,53 Idfu Parkway,Nantou,Taiwan,6,G,134.65
5,Elizabeth,Brown,53 Idfu Parkway,Nantou,Taiwan,7,NC-17,134.65
5,Elizabeth,Brown,53 Idfu Parkway,Nantou,Taiwan,8,PG,269.3
5,Elizabeth,Brown,53 Idfu Parkway,Nantou,Taiwan,8,R,269.3
5,Elizabeth,Brown,53 Idfu Parkway,Nantou,Taiwan,9,PG,134.65
5,Elizabeth,Brown,53 Idfu Parkway,Nantou,Taiwan,10,PG-13,134.65
5,Elizabeth,Brown,53 Idfu Parkway,Nantou,Taiwan,10,R,134.65
5,Elizabeth,Brown,53 Idfu Parkway,Nantou,Taiwan,10,NC-17,134.65
5,Elizabeth,Brown,53 Idfu Parkway,Nantou,Taiwan,11,PG-13,134.65
5,Elizabeth,Brown,53 Idfu Parkway,Nantou,Taiwan,11,NC-17,134.65
5,Elizabeth,Brown,53 Idfu Parkway,Nantou,Taiwan,12,PG,134.65
5,Elizabeth,Brown,53 Idfu Parkway,Nantou,Taiwan,12,R,134.65
5,Elizabeth,Brown,53 Idfu Parkway,Nantou,Taiwan,13,G,134.65
5,Elizabeth,Brown,53 Idfu Parkway,Nantou,Taiwan,13,PG-13,134.65
5,Elizabeth,Brown,53 Idfu Parkway,Nantou,Taiwan,13,R,134.65
5,Elizabeth,Brown,53 Idfu Parkway,Nantou,Taiwan,15,G,134.65
5,Elizabeth,Brown,53 Idfu Parkway,Nantou,Taiwan,15,PG-13,134.65
5,Elizabeth,Brown,53 Idfu Parkway,Nantou,Taiwan,15,R,134.65
5,Elizabeth,Brown,53 Idfu Parkway,Nantou,Taiwan,16,NC-17,134.65
6,Jennifer,Davis,1795 Santiago de Compostela Way,Laredo,United States,1,PG,84.75
6,Jennifer,Davis,1795 Santiago de Compostela Way,Laredo,United States,1,R,84.75
6,Jennifer,Davis,1795 Santiago de Compostela Way,Laredo,United States,2,PG-13,84.75
6,Jennifer,Davis,1795 Santiago de Compostela Way,Laredo,United States,2,NC-17,84.75
6,Jennifer,Davis,1795 Santiago de Compostela Way,Laredo,United States,3,G,169.5
6,Jennifer,Davis,1795 Santiago de Compostela Way,Laredo,United States,3,R,84.75
6,Jennifer,Davis,1795 Santiago de Compostela Way,Laredo,United States,4,G,84.75
6,Jennifer,Davis,1795 Santiago de Compostela Way,Laredo,United States,5,R,169.5
6,Jennifer,Davis,1795 Santiago de Compostela Way,Laredo,United States,7,PG-13,339.0
6,Jennifer,Davis,1795 Santiago de Compostela Way,Laredo,United States,8,G,84.75
6,Jennifer,Davis,1795 Santiago de Compostela Way,Laredo,United States,9,PG,84.75
6,Jennifer,Davis,1795 Santiago de Compostela Way,Laredo,United States,9,R,84.75
6,Jennifer,Davis,1795 Santiago de Compostela Way,Laredo,United States,10,NC-17,169.5
6,Jennifer,Davis,1795 Santiago de Compostela Way,Laredo,United States,12,PG,84.75
6,Jennifer,Davis,1795 Santiago de Compostela Way,Laredo,United States,12,PG-13,84.75
6,Jennifer,Davis,1795 Santiago de Compostela Way,Laredo,United States,13,PG,84.75
6,Jennifer,Davis,1795 Santiago de Compostela Way,Laredo,United States,13,PG-13,84.75
6,Jennifer,Davis,1795 Santiago de Compostela Way,Laredo,United States,14,PG-13,169.5
6,Jennifer,Davis,1795 Santiago de Compostela Way,Laredo,United States,14,R,84.75
6,Jennifer,Davis,1795 Santiago de Compostela Way,Laredo,United States,15,G,84.75
6,Jennifer,Davis,1795 Santiago de Compostela Way,Laredo,United States,15,PG,84.75
7,Maria,Miller,900 Santiago de Compostela Parkway,Kragujevac,Yugoslavia,1,PG,130.72
7,Maria,Miller,900 Santiago de Compostela Parkway,Kragujevac,Yugoslavia,1,R,130.72
7,Maria,Miller,900 Santiago de Compostela Parkway,Kragujevac,Yugoslavia,2,PG-13,522.88
7,Maria,Miller,900 Santiago de Compostela Parkway,Kragujevac,Yugoslavia,2,NC-17,130.72
7,Maria,Miller,900 Santiago de Compostela Parkway,Kragujevac,Yugoslavia,3,R,130.72
7,Maria,Miller,900 Santiago de Compostela Parkway,Kragujevac,Yugoslavia,3,NC-17,130.72
7,Maria,Miller,900 Santiago de Compostela Parkway,Kragujevac,Yugoslavia,4,R,130.72
7,Maria,Miller,900 Santiago de Compostela Parkway,Kragujevac,Yugoslavia,5,PG-13,130.72
7,Maria,Miller,900 Santiago de Compostela Parkway,Kragujevac,Yugoslavia,6,G,130.72
7,Maria,Miller,900 Santiago de Compostela Parkway,Kragujevac,Yugoslavia,6,NC-17,130.72
7,Maria,Miller,900 Santiago de Compostela Parkway,Kragujevac,Yugoslavia,7,G,130.72
7,Maria,Miller,900 Santiago de Compostela Parkway,Kragujevac,Yugoslavia,7,NC-17,130.72
7,Maria,Miller,900 Santiago de Compostela Parkway,Kragujevac,Yugoslavia,8,PG-13,261.44
7,Maria,Miller,900 Santiago de Compostela Parkway,Kragujevac,Yugoslavia,9,PG-13,130.72
7,Maria,Miller,900 Santiago de Compostela Parkway,Kragujevac,Yugoslavia,9,NC-17,130.72
7,Maria,Miller,900 Santiago de Compostela Parkway,Kragujevac,Yugoslavia,11,R,261.44
7,Maria,Miller,900 Santiago de Compostela Parkway,Kragujevac,Yugoslavia,12,PG,130.72
7,Maria,Miller,900 Santiago de Compostela Parkway,Kragujevac,Yugoslavia,13,PG,130.72
7,Maria,Miller,900 Santiago de Compostela Parkway,Kragujevac,Yugoslavia,13,PG-13,130.72
7,Maria,Miller,900 Santiago de Compostela Parkway,Kragujevac,Yugoslavia,13,R,261.44
7,Maria,Miller,900 Santiago de Compostela Parkway,Kragujevac,Yugoslavia,15,G,261.44
7,Maria,Miller,900 Santiago de Compostela Parkway,Kragujevac,Yugoslavia,15,PG,261.44
7,Maria,Miller,900 Santiago de Compostela Parkway,Kragujevac,Yugoslavia,15,NC-17,130.72
7,Maria,Miller,900 Santiago de Compostela Parkway,Kragujevac,Yugoslavia,16,PG,130.72
7,Maria,Miller,900 Santiago de Compostela Parkway,Kragujevac,Yugoslavia,16,PG-13,130.72
8,Susan,Wilson,478 Joliet Way,Hamilton,New Zealand,1,R,85.77
8,Susan,Wilson,478 Joliet Way,Hamilton,New Zealand,2,G,85.77
8,Susan,Wilson,478 Joliet Way,Hamilton,New Zealand,3,NC-17,85.77
8,Susan,Wilson,478 Joliet Way,Hamilton,New Zealand,4,G,171.54
8,Susan,Wilson,478 Joliet Way,Hamilton,New Zealand,4,PG,85.77
8,Susan,Wilson,478 Joliet Way,Hamilton,New Zealand,4,NC-17,85.77
8,Susan,Wilson,478 Joliet Way,Hamilton,New Zealand,6,PG,85.77
8,Susan,Wilson,478 Joliet Way,Hamilton,New Zealand,7,PG-13,171.54
8,Susan,Wilson,478 Joliet Way,Hamilton,New Zealand,7,NC-17,171.54
8,Susan,Wilson,478 Joliet Way,Hamilton,New Zealand,9,PG-13,85.77
8,Susan,Wilson,478 Joliet Way,Hamilton,New Zealand,11,R,85.77
8,Susan,Wilson,478 Joliet Way,Hamilton,New Zealand,11,NC-17,85.77
8,Susan,Wilson,478 Joliet Way,Hamilton,New Zealand,13,G,85.77
8,Susan,Wilson,478 Joliet Way,Hamilton,New Zealand,13,PG,85.77
8,Susan,Wilson,478 Joliet Way,Hamilton,New Zealand,14,PG,85.77
8,Susan,Wilson,478 Joliet Way,Hamilton,New Zealand,14,R,85.77
8,Susan,Wilson,478 Joliet Way,Hamilton,New Zealand,15,PG,85.77
8,Susan,Wilson,478 Joliet Way,Hamilton,New Zealand,15,NC-17,171.54
8,Susan,Wilson,478 Joliet Way,Hamilton,New Zealand,16,G,85.77
8,Susan,Wilson,478 Joliet Way,Hamilton,New Zealand,16,PG,85.77
9,Margaret,Moore,613 Korolev Drive,Masqat,Oman,3,PG,78.8
9,Margaret,Moore,613 Korolev Drive,Masqat,Oman,4,G,236.4
9,Margaret,Moore,613 Korolev Drive,Masqat,Oman,5,G,78.8
9,Margaret,Moore,613 Korolev Drive,Masqat,Oman,5,PG-13,78.8
9,Margaret,Moore,613 Korolev Drive,Masqat,Oman,5,NC-17,78.8
9,Margaret,Moore,613 Korolev Drive,Masqat,Oman,6,PG-13,78.8
9,Margaret,Moore,613 Korolev Drive,Masqat,Oman,7,G,78.8
9,Margaret,Moore,613 Korolev Drive,Masqat,Oman,8,G,78.8
9,Margaret,Moore,613 Korolev Drive,Masqat,Oman,9,PG-13,78.8
9,Margaret,Moore,613 Korolev Drive,Masqat,Oman,9,R,157.6
9,Margaret,Moore,613 Korolev Drive,Masqat,Oman,9,NC-17,78.8
9,Margaret,Moore,613 Korolev Drive,Masqat,Oman,11,R,157.6
9,Margaret,Moore,613 Korolev Drive,Masqat,Oman,13,PG,78.8
9,Margaret,Moore,613 Korolev Drive,Masqat,Oman,15,G,78.8
9,Margaret,Moore,613 Korolev Drive,Masqat,Oman,15,PG-13,78.8
9,Margaret,Moore,613 Korolev Drive,Masqat,Oman,16,G,78.8
9,Margaret,Moore,613 Korolev Drive,Masqat,Oman,16,PG,78.8
9,Margaret,Moore,613 Korolev Drive,Masqat,Oman,16,PG-13,157.6
10,Dorothy,Taylor,1531 Sal Drive,Esfahan,Iran,1,R,189.52
10,Dorothy,Taylor,1531 Sal Drive,Esfahan,Iran,2,G,94.76
10,Dorothy,Taylor,1531 Sal Drive,Esfahan,Iran,3,G,94.76
10,Dorothy,Taylor,1531 Sal Drive,Esfahan,Iran,3,PG-13,94.76
10,Dorothy,Taylor,1531 Sal Drive,Esfahan,Iran,4,PG,94.76
10,Dorothy,Taylor,1531 Sal Drive,Esfahan,Iran,5,NC-17,94.76
10,Dorothy,Taylor,1531 Sal Drive,Esfahan,Iran,6,G,94.76
10,Dorothy,Taylor,1531 Sal Drive,Esfahan,Iran,6,PG,94.76
10,Dorothy,Taylor,1531 Sal Drive,Esfahan,Iran,6,PG-13,94.76
10,Dorothy,Taylor,1531 Sal Drive,Esfahan,Iran,6,NC-17,94.76
10,Dorothy,Taylor,1531 Sal Drive,Esfahan,Iran,7,G,94.76
10,Dorothy,Taylor,1531 Sal Drive,Esfahan,Iran,7,PG-13,94.76
10,Dorothy,Taylor,1531 Sal Drive,Esfahan,Iran,9,R,94.76
10,Dorothy,Taylor,1531 Sal Drive,Esfahan,Iran,9,NC-17,94.76
10,Dorothy,Taylor,1531 Sal Drive,Esfahan,Iran,10,G,94.76
10,Dorothy,Taylor,1531 Sal Drive,Esfahan,Iran,10,R,284.28
10,Dorothy,Taylor,1531 Sal Drive,Esfahan,Iran,11,PG,94.76
10,Dorothy,Taylor,1531 Sal Drive,Esfahan,Iran,14,PG-13,94.76
10,Dorothy,Taylor,1531 Sal Drive,Esfahan,Iran,15,G,94.76
10,Dorothy,Taylor,1531 Sal Drive,Esfahan,Iran,15,NC-17,189.52
10,Dorothy,Taylor,1531 Sal Drive,Esfahan,Iran,16,PG,94.76
11,Lisa,Anderson,1542 Tarlac Parkway,Sagamihara,Japan,1,R,99.77
11,Lisa,Anderson,1542 Tarlac Parkway,Sagamihara,Japan,1,NC-17,99.77
11,Lisa,Anderson,1542 Tarlac Parkway,Sagamihara,Japan,2,PG-13,99.77
11,Lisa,Anderson,1542 Tarlac Parkway,Sagamihara,Japan,3,G,199.54
11,Lisa,Anderson,1542 Tarlac Parkway,Sagamihara,Japan,3,R,99.77
11,Lisa,Anderson,1542 Tarlac Parkway,Sagamihara,Japan,4,G,99.77
11,Lisa,Anderson,1542 Tarlac Parkway,Sagamihara,Japan,4,PG,99.77
11,Lisa,Anderson,1542 Tarlac Parkway,Sagamihara,Japan,6,G,99.77
11,Lisa,Anderson,1542 Tarlac Parkway,Sagamihara,Japan,6,PG-13,99.77
11,Lisa,Anderson,1542 Tarlac Parkway,Sagamihara,Japan,6,R,99.77
11,Lisa,Anderson,1542 Tarlac Parkway,Sagamihara,Japan,7,PG,199.54
11,Lisa,Anderson,1542 Tarlac Parkway,Sagamihara,Japan,8,PG,99.77
11,Lisa,Anderson,1542 Tarlac Parkway,Sagamihara,Japan,10,G,99.77
11,Lisa,Anderson,1542 Tarlac Parkway,Sagamihara,Japan,10,PG-13,99.77
11,Lisa,Anderson,1542 Tarlac Parkway,Sagamihara,Japan,10,R,99.77
11,Lisa,Anderson,1542 Tarlac Parkway,Sagamihara,Japan,10,NC-17,199.54
11,Lisa,Anderson,1542 Tarlac Parkway,Sagamihara,Japan,11,PG-13,99.77
11,Lisa,Anderson,1542 Tarlac Parkway,Sagamihara,Japan,12,R,99.77
11,Lisa,Anderson,1542 Tarlac Parkway,Sagamihara,Japan,12,NC-17,99.77
11,Lisa,Anderson,1542 Tarlac Parkway,Sagamihara,Japan,13,NC-17,99.77
11,Lisa,Anderson,1542 Tarlac Parkway,Sagamihara,Japan,15,R,99.77
12,Nancy,Thomas,808 Bhopal Manor,Yamuna Nagar,India,1,G,187.48
12,Nancy,Thomas,808 Bhopal Manor,Yamuna Nagar,India,1,PG-13,93.74
12,Nancy,Thomas,808 Bhopal Manor,Yamuna Nagar,India,3,PG-13,93.74
12,Nancy,Thomas,808 Bhopal Manor,Yamuna Nagar,India,4,G,187.48
12,Nancy,Thomas,808 Bhopal Manor,Yamuna Nagar,India,4,R,93.74
12,Nancy,Thomas,808 Bhopal Manor,Yamuna Nagar,India,5,PG-13,93.74
12,Nancy,Thomas,808 Bhopal Manor,Yamuna Nagar,India,5,R,93.74
12,Nancy,Thomas,808 Bhopal Manor,Yamuna Nagar,India,5,NC-17,93.74
12,Nancy,Thomas,808 Bhopal Manor,Yamuna Nagar,India,6,R,93.74
12,Nancy,Thomas,808 Bhopal Manor,Yamuna Nagar,India,7,G,93.74
12,Nancy,Thomas,808 Bhopal Manor,Yamuna Nagar,India,7,PG,187.48
12,Nancy,Thomas,808 Bhopal Manor,Yamuna Nagar,India,7,PG-13,93.74
12,Nancy,Thomas,808 Bhopal Manor,Yamuna Nagar,India,7,NC-17,187.48
12,Nancy,Thomas,808 Bhopal Manor,Yamuna Nagar,India,9,PG,93.74
12,Nancy,Thomas,808 Bhopal Manor,Yamuna Nagar,India,10,NC-17,93.74
12,Nancy,Thomas,808 Bhopal Manor,Yamuna Nagar,India,11,G,187.48
12,Nancy,Thomas,808 Bhopal Manor,Yamuna Nagar,India,11,PG-13,93.74
12,Nancy,Thomas,808 Bhopal Manor,Yamuna Nagar,India,11,R,93.74
12,Nancy,Thomas,808 Bhopal Manor,Yamuna Nagar,India,11,NC-17,93.74
12,Nancy,Thomas,808 Bhopal Manor,Yamuna Nagar,India,14,PG,93.74
12,Nancy,Thomas,808 Bhopal Manor,Yamuna Nagar,India,14,R,93.74
12,Nancy,Thomas,808 Bhopal Manor,Yamuna Nagar,India,15,PG,93.74
12,Nancy,Thomas,808 Bhopal Manor,Yamuna Nagar,India,16,PG,93.74
13,Karen,Jackson,270 Amroha Parkway,Osmaniye,Turkey,1,PG-13,131.73
13,Karen,Jackson,270 Amroha Parkway,Osmaniye,Turkey,1,R,131.73
13,Karen,Jackson,270 Amroha Parkway,Osmaniye,Turkey,2,PG-13,263.46
13,Karen,Jackson,270 Amroha Parkway,Osmaniye,Turkey,4,G,131.73
13,Karen,Jackson,270 Amroha Parkway,Osmaniye,Turkey,4,PG,131.73
13,Karen,Jackson,270 Amroha Parkway,Osmaniye,Turkey,4,R,263.46
13,Karen,Jackson,270 Amroha Parkway,Osmaniye,Turkey,5,G,131.73
13,Karen,Jackson,270 Amroha Parkway,Osmaniye,Turkey,7,PG-13,131.73
13,Karen,Jackson,270 Amroha Parkway,Osmaniye,Turkey,7,NC-17,263.46
13,Karen,Jackson,270 Amroha Parkway,Osmaniye,Turkey,9,PG-13,131.73
13,Karen,Jackson,270 Amroha Parkway,Osmaniye,Turkey,9,NC-17,263.46
13,Karen,Jackson,270 Amroha Parkway,Osmaniye,Turkey,11,R,131.73
13,Karen,Jackson,270 Amroha Parkway,Osmaniye,Turkey,11,NC-17,131.73
13,Karen,Jackson,270 Amroha Parkway,Osmaniye,Turkey,13,G,131.73
13,Karen,Jackson,270 Amroha Parkway,Osmaniye,Turkey,13,PG,131.73
13,Karen,Jackson,270 Amroha Parkway,Osmaniye,Turkey,14,G,131.73
13,Karen,Jackson,270 Amroha Parkway,Osmaniye,Turkey,14,PG-13,131.73
13,Karen,Jackson,270 Amroha Parkway,Osmaniye,Turkey,15,PG,263.46
13,Karen,Jackson,270 Amroha Parkway,Osmaniye,Turkey,15,R,131.73
13,Karen,Jackson,270 Amroha Parkway,Osmaniye,Turkey,16,PG,131.73
13,Karen,Jackson,270 Amroha Parkway,Osmaniye,Turkey,16,R,131.73
13,Karen,Jackson,270 Amroha Parkway,Osmaniye,Turkey,16,NC-17,131.73
14,Betty,White,770 Bydgoszcz Avenue,Citrus Heights,United States,1,PG-13,96.77
14,Betty,White,770 Bydgoszcz Avenue,Citrus Heights,United States,1,R,193.54
14,Betty,White,770 Bydgoszcz Avenue,Citrus Heights,United States,2,PG,96.77
14,Betty,White,770 Bydgoszcz Avenue,Citrus Heights,United States,2,NC-17,96.77
14,Betty,White,770 Bydgoszcz Avenue,Citrus Heights,United States,3,PG-13,96.77
14,Betty,White,770 Bydgoszcz Avenue,Citrus Heights,United States,3,R,96.77
14,Betty,White,770 Bydgoszcz Avenue,Citrus Heights,United States,3,NC-17,96.77
14,Betty,White,770 Bydgoszcz Avenue,Citrus Heights,United States,4,NC-17,96.77
14,Betty,White,770 Bydgoszcz Avenue,Citrus Heights,United States,5,PG-13,96.77
14,Betty,White,770 Bydgoszcz Avenue,Citrus Heights,United States,6,R,193.54
14,Betty,White,770 Bydgoszcz Avenue,Citrus Heights,United States,6,NC-17,96.77
14,Betty,White,770 Bydgoszcz Avenue,Citrus Heights,United States,7,G,96.77
14,Betty,White,770 Bydgoszcz Avenue,Citrus Heights,United States,7,PG-13,193.54
14,Betty,White,770 Bydgoszcz Avenue,Citrus Heights,United States,8,R,96.77
14,Betty,White,770 Bydgoszcz Avenue,Citrus Heights,United States,9,PG,193.54
14,Betty,White,770 Bydgoszcz Avenue,Citrus Heights,United States,9,PG-13,96.77
14,Betty,White,770 Bydgoszcz Avenue,Citrus Heights,United States,10,PG,96.77
14,Betty,White,770 Bydgoszcz Avenue,Citrus Heights,United States,10,NC-17,193.54
14,Betty,White,770 Bydgoszcz Avenue,Citrus Heights,United States,11,R,193.54
14,Betty,White,770 Bydgoszcz Avenue,Citrus Heights,United States,14,PG,96.77
14,Betty,White,770 Bydgoszcz Avenue,Citrus Heights,United States,14,NC-17,96.77
14,Betty,White,770 Bydgoszcz Avenue,Citrus Heights,United States,15,PG,96.77
15,Helen,Harris,419 Iligan Lane,Bhopal,India,1,PG,134.68
15,Helen,Harris,419 Iligan Lane,Bhopal,India,2,PG-13,134.68
15,Helen,Harris,419 Iligan Lane,Bhopal,India,2,NC-17,134.68
15,Helen,Harris,419 Iligan Lane,Bhopal,India,3,G,134.68
15,Helen,Harris,419 Iligan Lane,Bhopal,India,3,PG-13,134.68
15,Helen,Harris,419 Iligan Lane,Bhopal,India,3,R,134.68
15,Helen,Harris,419 Iligan Lane,Bhopal,India,4,R,404.04
15,Helen,Harris,419 Iligan Lane,Bhopal,India,4,NC-17,134.68
15,Helen,Harris,419 Iligan Lane,Bhopal,India,5,PG-13,269.36
15,Helen,Harris,419 Iligan Lane,Bhopal,India,6,PG-13,134.68
15,Helen,Harris,419 Iligan Lane,Bhopal,India,6,NC-17,134.68
15,Helen,Harris,419 Iligan Lane,Bhopal,India,7,G,134.68
15,Helen,Harris,419 Iligan Lane,Bhopal,India,7,R,134.68
15,Helen,Harris,419 Iligan Lane,Bhopal,India,8,PG-13,134.68
15,Helen,Harris,419 Iligan Lane,Bhopal,India,8,R,134.68
